   1090.00    0.43772E-03    0.14619E-01    0.16337E-05    0.33070E-02
   1105.00    0.34268E-02    0.26774E-01   -0.98715E-05    0.33709E-02
   1120.00    0.24734E-02    0.36557E-01   -0.15340E-04    0.33976E-02
   1135.00   -0.94299E-02    0.39589E-01   -0.12653E-04    0.34274E-02
   1150.00   -0.98078E-01    0.38622E-01   -0.80571E-05    0.62253E-02
   1165.00   -0.13685E+00    0.39779E-01   -0.99044E-04    0.58453E-02
   1180.00   -0.18201E+00    0.34948E-01    0.22661E-03    0.74253E-02
   1195.00   -0.18915E+00    0.37356E-01    0.68767E-04    0.71853E-02
   1210.00   -0.11887E+00    0.34313E-01    0.35887E-03    0.60550E-02
   1225.00   -0.11121E+00    0.42238E-01    0.14709E-02    0.56739E-02
   1240.00   -0.13431E+00    0.36417E-01    0.23774E-02    0.56121E-02
   1255.00   -0.18310E+00    0.31588E-01    0.58623E-02    0.73925E-02
   1270.00   -0.18019E+00    0.27107E-01    0.36089E-02    0.71442E-02
   1285.00   -0.16161E+00    0.25262E-01    0.22740E-02    0.65178E-02
   1300.00   -0.19274E+00    0.25942E-01    0.28650E-02    0.72333E-02
   1330.00   -0.16595E+00    0.19749E-01    0.55691E-03    0.27391E-02
   1360.00   -0.15703E+00    0.19945E-01    0.29699E-03    0.30270E-02
   1390.00   -0.15987E+00    0.18761E-01    0.48406E-03    0.30043E-02
   1420.00   -0.17163E+00    0.18122E-01    0.18159E-02    0.60224E-02
   1450.00   -0.16403E+00    0.20332E-01    0.30516E-02    0.61807E-02
   1480.00   -0.17769E+00    0.17015E-01    0.72913E-02    0.78945E-02
   1510.00   -0.18610E+00    0.15805E-01    0.10449E-01    0.82130E-02
   1540.00   -0.15175E+00    0.15586E-01    0.14005E-01    0.85356E-02
   1570.00   -0.15922E+00    0.14915E-01    0.22992E-01    0.11084E-01
   1600.00   -0.17632E+00    0.15756E-01    0.24987E-01    0.17668E-01
   1630.00   -0.22192E+00    0.19303E-01    0.43030E-01    0.19691E-01
   1660.00   -0.20285E+00    0.22682E-01    0.13597E-01    0.20530E-01
   1690.00   -0.13825E+00    0.53915E-01   -0.47577E-01    0.20438E-01
   1720.00   -0.73953E-01    0.59523E-01   -0.41727E-02    0.44306E-01
   1750.00   -0.12347E+00    0.43094E-01    0.23434E-01    0.90692E-01
   1780.00   -0.14201E+00    0.32349E-01   -0.61665E-01    0.50422E-01
   1810.00   -0.98118E-01    0.47318E-01    0.18492E+00    0.12580E+00
   1840.00    0.62828E-01    0.52248E-01    0.79888E-01    0.74561E-01
   1870.00    0.21120E-01    0.53755E-01    0.13961E+00    0.14370E+00
   1900.00   -0.14434E+00    0.90161E-01    0.72587E-01    0.12206E+00
   1930.00   -0.13970E+00    0.12178E+00    0.68579E-01    0.14821E+00
   1960.00   -0.18271E+00    0.93965E-01   -0.44993E-01    0.21983E+00
   1990.00   -0.79294E-01    0.59473E-01    0.16977E+00    0.91124E-01
   2020.00   -0.22303E+00    0.10978E+00    0.12217E+00    0.15488E+00
   2050.00   -0.59068E-01    0.86363E-01   -0.15977E-02    0.11317E+00
   2080.00   -0.11860E+00    0.25466E-01    0.70780E-01    0.50718E-01
   2110.00   -0.10039E+00    0.10807E+00    0.41716E-01    0.88622E-01
   2140.00   -0.12329E+00    0.67151E-01    0.18655E-01    0.91911E-01
   2170.00   -0.11044E+00    0.29831E-01    0.49661E-01    0.55219E-01
   2200.00   -0.92111E-01    0.69869E-01    0.72150E-01    0.49207E-01
