   1090.00    0.22828E+00    0.10598E+00    0.20329E-03    0.14276E-01
   1105.00    0.74032E+00    0.11688E+00    0.85815E-03    0.31046E-01
   1120.00    0.12105E+01    0.12299E+00    0.46799E-02    0.44861E-01
   1135.00    0.15847E+01    0.12228E+00    0.86239E-02    0.56358E-01
   1150.00    0.18865E+01    0.11971E+00    0.12940E-01    0.64072E-01
   1165.00    0.21174E+01    0.11929E+00    0.15959E-01    0.70521E-01
   1180.00    0.23917E+01    0.11516E+00    0.38454E-01    0.75533E-01
   1195.00    0.25715E+01    0.11475E+00    0.59955E-01    0.77834E-01
   1210.00    0.28046E+01    0.11048E+00    0.11366E+00    0.77954E-01
   1225.00    0.28154E+01    0.11238E+00    0.18471E+00    0.73545E-01
   1240.00    0.27574E+01    0.10684E+00    0.16066E+00    0.71234E-01
   1255.00    0.27212E+01    0.10763E+00    0.84781E-01    0.73603E-01
   1270.00    0.29090E+01    0.10359E+00    0.60642E-01    0.76074E-01
   1285.00    0.29303E+01    0.99670E-01    0.50502E-01    0.76254E-01
   1300.00    0.28687E+01    0.99871E-01    0.14982E+00    0.75270E-01
   1330.00    0.29576E+01    0.10427E+00    0.21388E+00    0.44386E-01
   1360.00    0.30810E+01    0.92302E-01    0.34905E+00    0.45916E-01
   1390.00    0.31408E+01    0.82930E-01    0.53303E+00    0.48259E-01
   1420.00    0.35344E+01    0.81254E-01    0.99353E+00    0.73588E-01
   1450.00    0.40558E+01    0.76308E-01    0.20438E+01    0.75201E-01
   1480.00    0.38490E+01    0.73550E-01    0.41684E+01    0.58892E-01
   1510.00    0.13795E+01    0.63604E-01    0.55765E+01    0.56480E-01
   1540.00   -0.14215E+01    0.55199E-01    0.45390E+01    0.59628E-01
   1570.00   -0.23292E+01    0.50770E-01    0.26832E+01    0.52681E-01
   1600.00   -0.20400E+01    0.57711E-01    0.15501E+01    0.57179E-01
   1630.00   -0.17600E+01    0.66945E-01    0.98740E+00    0.63043E-01
   1660.00   -0.16292E+01    0.72793E-01    0.80451E+00    0.75601E-01
   1690.00   -0.17015E+01    0.13578E+00    0.52538E+00    0.14455E+00
   1720.00   -0.15544E+01    0.14779E+00   -0.26490E-01    0.18150E+00
   1750.00   -0.12112E+01    0.17709E+00   -0.22802E+00    0.17764E+00
   1780.00   -0.12316E+01    0.14976E+00   -0.28825E+00    0.94819E-01
   1810.00   -0.66370E+00    0.14787E+00   -0.31909E+00    0.24199E+00
   1840.00   -0.66895E+00    0.17371E+00   -0.17328E+00    0.22963E+00
   1870.00   -0.64895E+00    0.16780E+00   -0.27511E+00    0.14094E+00
   1900.00   -0.66622E+00    0.22868E+00    0.40099E-01    0.21851E+00
   1930.00   -0.62731E+00    0.26946E+00    0.88797E-01    0.26712E+00
   1960.00   -0.67606E+00    0.32408E+00   -0.18857E+00    0.36410E+00
   1990.00   -0.61191E+00    0.14544E+00   -0.28552E-01    0.20958E+00
   2020.00   -0.64458E+00    0.32777E+00   -0.28022E+00    0.23959E+00
   2050.00   -0.57609E+00    0.20292E+00   -0.34703E+00    0.24451E+00
   2080.00   -0.61996E+00    0.83602E-01   -0.15326E+00    0.86032E-01
   2110.00   -0.42930E+00    0.29308E+00   -0.25543E-01    0.22739E+00
   2140.00   -0.12142E+00    0.22874E+00   -0.34364E+00    0.24659E+00
   2170.00   -0.57473E-01    0.87296E-01   -0.16692E+00    0.11677E+00
   2200.00   -0.16795E-01    0.18168E+00   -0.14053E+00    0.18762E+00
