   1090.00   -0.44719E-01    0.10494E+00   -0.36875E-04    0.55555E-02
   1105.00   -0.25014E+00    0.10136E+00    0.52049E-04    0.11744E-01
   1120.00   -0.38982E+00    0.11225E+00   -0.14742E-03    0.15485E-01
   1135.00   -0.48719E+00    0.10218E+00   -0.74470E-04    0.17125E-01
   1150.00   -0.58125E+00    0.96423E-01    0.18597E-02    0.18495E-01
   1165.00   -0.62155E+00    0.94436E-01    0.10033E-02    0.20982E-01
   1180.00   -0.72722E+00    0.87297E-01   -0.86301E-03    0.23904E-01
   1195.00   -0.70676E+00    0.90207E-01   -0.29622E-02    0.23382E-01
   1210.00   -0.71747E+00    0.79395E-01    0.30378E-02    0.19802E-01
   1225.00   -0.73095E+00    0.85580E-01   -0.36089E-02    0.21748E-01
   1240.00   -0.75337E+00    0.77716E-01   -0.45456E-02    0.18903E-01
   1255.00   -0.77633E+00    0.81140E-01    0.29752E-02    0.20011E-01
   1270.00   -0.79637E+00    0.71209E-01    0.12191E-01    0.24343E-01
   1285.00   -0.83406E+00    0.67492E-01    0.27075E-01    0.27783E-01
   1300.00   -0.81749E+00    0.66506E-01    0.77651E-02    0.25502E-01
   1330.00   -0.69801E+00    0.59818E-01    0.13666E-02    0.10922E-01
   1360.00   -0.70799E+00    0.56619E-01   -0.39165E-03    0.12012E-01
   1390.00   -0.68576E+00    0.55840E-01   -0.56597E-02    0.10276E-01
   1420.00   -0.63272E+00    0.53772E-01   -0.90474E-02    0.19472E-01
   1450.00   -0.56432E+00    0.53317E-01   -0.81717E-02    0.19533E-01
   1480.00   -0.47674E+00    0.47646E-01    0.13070E-01    0.17608E-01
   1510.00   -0.29069E+00    0.45782E-01    0.62419E-02    0.11838E-01
   1540.00    0.79728E-01    0.42431E-01    0.15112E-02    0.15083E-01
   1570.00    0.52640E+00    0.37291E-01    0.18463E+00    0.39584E-01
   1600.00    0.53779E+00    0.46424E-01    0.74716E+00    0.43861E-01
   1630.00    0.25425E+00    0.63292E-01    0.10757E+01    0.47736E-01
   1660.00   -0.48389E-01    0.11219E+00    0.10161E+01    0.48026E-01
   1690.00   -0.59570E-02    0.14751E+00    0.80697E+00    0.14516E+00
   1720.00   -0.25233E-01    0.19952E+00    0.56109E+00    0.19660E+00
   1750.00   -0.62630E-01    0.17329E+00    0.47931E+00    0.24510E+00
   1780.00   -0.29130E+00    0.14728E+00    0.30398E+00    0.89245E-01
   1810.00   -0.96190E-01    0.23800E+00    0.66799E+00    0.30315E+00
   1840.00    0.50465E+00    0.18020E+00    0.32079E+00    0.18742E+00
   1870.00    0.44287E+00    0.12374E+00    0.57938E+00    0.36209E+00
   1900.00    0.36051E+00    0.30706E+00    0.62103E+00    0.35365E+00
   1930.00    0.38226E+00    0.36295E+00    0.55146E+00    0.44303E+00
   1960.00    0.23312E+00    0.35707E+00    0.62294E+00    0.31845E+00
   1990.00    0.18636E+00    0.26273E+00    0.81432E+00    0.32607E+00
   2020.00   -0.12449E+00    0.34593E+00    0.52325E+00    0.37023E+00
   2050.00   -0.16313E+00    0.39907E+00    0.50190E+00    0.27899E+00
   2080.00   -0.35621E+00    0.15461E+00    0.32714E+00    0.15102E+00
   2110.00   -0.23148E+00    0.26645E+00    0.34299E+00    0.26724E+00
   2140.00    0.74274E-01    0.37314E+00    0.56842E-01    0.32542E+00
   2170.00   -0.11713E+00    0.98486E-01    0.25968E+00    0.79326E-01
   2200.00   -0.33577E+00    0.19724E+00    0.28458E+00    0.21529E+00
