   1090.00    0.68406E+01    0.40257E+00    0.83073E-01    0.22068E+00
   1105.00    0.11104E+02    0.27625E+00    0.49348E+00    0.24545E+00
   1120.00    0.16103E+02    0.29728E+00    0.11714E+01    0.27042E+00
   1135.00    0.20939E+02    0.24782E+00    0.30599E+01    0.25404E+00
   1150.00    0.26103E+02    0.22352E+00    0.64337E+01    0.23591E+00
   1165.00    0.31380E+02    0.20460E+00    0.12008E+02    0.21738E+00
   1180.00    0.35949E+02    0.15665E+00    0.21561E+02    0.18529E+00
   1195.00    0.35260E+02    0.17484E+00    0.35094E+02    0.15649E+00
   1210.00    0.26574E+02    0.17978E+00    0.48071E+02    0.10343E+00
   1225.00    0.11896E+02    0.14274E+00    0.54384E+02    0.72592E-01
   1240.00   -0.29497E+01    0.14192E+00    0.52095E+02    0.78205E-01
   1255.00   -0.12550E+02    0.15834E+00    0.44689E+02    0.10272E+00
   1270.00   -0.17442E+02    0.14249E+00    0.36404E+02    0.11700E+00
   1285.00   -0.19300E+02    0.13289E+00    0.29045E+02    0.12489E+00
   1300.00   -0.19196E+02    0.12990E+00    0.23082E+02    0.12879E+00
   1330.00   -0.17266E+02    0.10058E+00    0.16189E+02    0.10712E+00
   1360.00   -0.14576E+02    0.97040E-01    0.10899E+02    0.98617E-01
   1390.00   -0.11845E+02    0.90934E-01    0.74246E+01    0.89688E-01
   1420.00   -0.93930E+01    0.87875E-01    0.51689E+01    0.91023E-01
   1450.00   -0.73179E+01    0.89623E-01    0.33988E+01    0.87080E-01
   1480.00   -0.48262E+01    0.79522E-01    0.22591E+01    0.78176E-01
   1510.00   -0.32879E+01    0.74713E-01    0.18353E+01    0.76830E-01
   1540.00   -0.22081E+01    0.70013E-01    0.13240E+01    0.73816E-01
   1570.00   -0.12407E+01    0.64663E-01    0.10356E+01    0.73505E-01
   1600.00   -0.18014E+00    0.74617E-01    0.13300E+01    0.77165E-01
   1630.00    0.33434E+00    0.83221E-01    0.14397E+01    0.90544E-01
   1660.00    0.68449E+00    0.83611E-01    0.12447E+01    0.10845E+00
   1690.00    0.11733E+01    0.23787E+00    0.82408E+00    0.13071E+00
   1720.00    0.13290E+01    0.29418E+00    0.42436E+00    0.22505E+00
   1750.00    0.18963E+01    0.19612E+00    0.25726E+00    0.39392E+00
   1780.00    0.22056E+01    0.18891E+00    0.16336E+00    0.34313E+00
   1810.00    0.19739E+01    0.38337E+00    0.10743E+00    0.40166E+00
   1840.00    0.11593E+01    0.30843E+00    0.52356E+00    0.28785E+00
   1870.00    0.14970E+01    0.26165E+00    0.14902E+00    0.46299E+00
   1900.00    0.90133E+00    0.46015E+00   -0.41044E+00    0.54977E+00
   1930.00    0.10716E+01    0.55272E+00   -0.39421E+00    0.61147E+00
   1960.00    0.11404E+01    0.55167E+00    0.19230E-01    0.50166E+00
   1990.00    0.11596E+01    0.34276E+00    0.19339E+00    0.33707E+00
   2020.00    0.12648E+01    0.45959E+00    0.98192E-01    0.58711E+00
   2050.00    0.93467E+00    0.46980E+00    0.34345E+00    0.59557E+00
   2080.00    0.69010E+00    0.23140E+00    0.38422E+00    0.17734E+00
   2110.00    0.75598E+00    0.34946E+00    0.46794E+00    0.35744E+00
   2140.00    0.28225E+00    0.51711E+00    0.44440E+00    0.68182E+00
   2170.00    0.67685E+00    0.16185E+00    0.16405E+00    0.20436E+00
   2200.00    0.59156E+00    0.31756E+00    0.28938E+00    0.29306E+00
